OrderID,CustomerID,ProductID,OrderDate,ShippedDate,QuantitySold
ORD00001,EM04753,PRO00504,13-06-2020,14-01-2020,13
ORD00002,EM05244,PRO00382,07-06-2020,15-07-2020,13
ORD00003,EM04719,PRO00246,08-05-2020,27-11-2020,1
ORD00004,EM01147,PRO00247,06-04-2020,09-01-2020,17
ORD00005,EM02164,PRO00181,11-08-2020,24-08-2020,6
ORD00006,EM03110,PRO00359,05-12-2020,21-07-2020,18
ORD00007,EM05791,PRO00648,16-07-2020,22-06-2020,9
ORD00008,EM01521,PRO00408,02-01-2020,25-11-2020,15
ORD00009,EM00420,PRO00289,28-03-2020,07-06-2020,17
ORD00010,EM01037,PRO00702,29-10-2020,07-01-2020,13
ORD00011,EM03228,PRO00421,19-09-2020,26-11-2020,4
ORD00012,EM03683,PRO00567,26-11-2020,20-11-2020,4
ORD00013,EM02851,PRO00709,11-12-2020,22-06-2020,7
ORD00014,EM00042,PRO00278,04-10-2020,25-08-2020,10
ORD00015,EM05568,PRO00556,20-08-2020,18-04-2020,2
ORD00016,EM03463,PRO00304,09-08-2020,01-03-2020,3
ORD00017,EM02739,PRO00902,02-10-2020,05-12-2020,7
ORD00018,EM05436,PRO00468,28-12-2020,29-02-2020,13
ORD00019,EM03496,PRO00699,24-05-2020,31-12-2020,10
ORD00020,EM03316,PRO00946,24-04-2020,25-05-2020,20
ORD00021,EM02816,PRO00797,09-05-2020,26-02-2020,18
ORD00022,EM05654,PRO00629,27-01-2020,28-01-2020,8
ORD00023,EM02604,PRO00078,19-08-2020,04-07-2020,5
ORD00024,EM04300,PRO00530,19-05-2020,03-05-2020,19
ORD00025,EM04666,PRO00935,19-06-2020,08-12-2020,16
ORD00026,EM04850,PRO00828,24-04-2020,01-04-2020,8
ORD00027,EM03247,PRO00701,15-11-2020,02-07-2020,12
ORD00028,EM00041,PRO00426,07-12-2020,02-04-2020,3
ORD00029,EM02606,PRO00732,01-12-2020,27-01-2020,2
ORD00030,EM03985,PRO00159,01-03-2020,10-05-2020,2
ORD00031,EM05273,PRO00467,24-08-2020,29-08-2020,11
ORD00032,EM03447,PRO00941,15-06-2020,26-05-2020,19
ORD00033,EM04041,PRO00167,30-01-2020,15-04-2020,4
ORD00034,EM00876,PRO00443,21-05-2020,11-11-2020,2
ORD00035,EM01326,PRO00323,29-04-2020,29-02-2020,2
ORD00036,EM01628,PRO00358,06-04-2020,25-01-2020,15
ORD00037,EM03761,PRO00377,24-03-2020,12-11-2020,14
ORD00038,EM00021,PRO00883,07-04-2020,09-01-2020,8
ORD00039,EM02049,PRO00179,20-12-2020,13-02-2020,19
ORD00040,EM03909,PRO00277,18-10-2020,15-11-2020,7
ORD00041,EM01335,PRO00519,23-08-2020,16-03-2020,2
ORD00042,EM02592,PRO00719,25-12-2020,16-02-2020,15
ORD00043,EM03946,PRO00110,16-09-2020,13-06-2020,13
ORD00044,EM00714,PRO00548,16-07-2020,12-03-2020,6
ORD00045,EM05421,PRO00071,09-08-2020,14-10-2020,7
ORD00046,EM02904,PRO00411,28-12-2020,30-06-2020,20
ORD00047,EM05815,PRO00889,03-08-2020,28-08-2020,9
ORD00048,EM02104,PRO00775,26-07-2020,16-11-2020,14
ORD00049,EM04158,PRO00593,15-11-2020,03-04-2020,9
ORD00050,EM01914,PRO00983,25-03-2020,01-07-2020,13
ORD00051,EM03174,PRO00395,06-06-2020,06-10-2020,10
ORD00052,EM01720,PRO00939,14-09-2020,21-07-2020,9
ORD00053,EM03138,PRO00712,17-06-2020,05-10-2020,5
ORD00054,EM05817,PRO00831,13-12-2020,06-07-2020,5
ORD00055,EM05561,PRO00960,15-10-2020,17-10-2020,20
ORD00056,EM04358,PRO00896,05-10-2020,16-04-2020,15
ORD00057,EM02812,PRO00819,13-06-2020,19-12-2020,5
ORD00058,EM02980,PRO00030,04-03-2020,02-11-2020,1
ORD00059,EM02238,PRO00861,27-11-2020,28-04-2020,20
ORD00060,EM05605,PRO00532,28-04-2020,21-01-2020,18
ORD00061,EM01232,PRO00023,26-03-2020,14-08-2020,4
ORD00062,EM02451,PRO00986,31-03-2020,05-06-2020,16
ORD00063,EM01107,PRO00205,11-11-2020,08-09-2020,8
ORD00064,EM04062,PRO00658,17-09-2020,12-09-2020,2
ORD00065,EM01891,PRO00336,19-01-2020,15-12-2020,9
ORD00066,EM04141,PRO00251,20-05-2020,05-10-2020,18
ORD00067,EM05066,PRO00225,20-09-2020,24-11-2020,17
ORD00068,EM01808,PRO00397,17-05-2020,10-12-2020,10
ORD00069,EM00270,PRO00379,09-01-2020,26-09-2020,18
ORD00070,EM02027,PRO00959,25-02-2020,19-07-2020,20
ORD00071,EM04026,PRO00707,29-02-2020,09-08-2020,15
